Batch ID,Brand,Calculated Weight (Grams),Category,Cost per Gram,Cost per Item,Created On,Current Date,Current Quantity,Days Until Expires,Expiration Date,Initial Quantity,Last Audit Date,Location,Package ID,Price,Price Profile,Product Name,Product Type,Room,SKU,Source License,Strain Name,Supplier Name,Total Cost,Total Price,Unit of Measure,Weight Unit,insert_datetime,img_url,product_description
None,Kine Folks,None,NonEdible,None,6.0,10/11/2021,10/27/2021,1.0,345.0,10/07/2022,25,10/20/2021,Maple Valley Pharms,None,17.5,None,Black Banana Cookies 1g Cone 2ct,2ct Pre-Roll,Sales Floor,HQnvP9Psv5,None,None,Kine Folks,6.0,17.5,None,None,None,None,None
None,Zero Gravity,3.5,Flower - Prepackaged,None,20.3,10/08/2021,10/27/2021,1.0,None,None,40,10/20/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Sales Floor,ZEXPk6g2vf,None,Animal Mints,Zero Gravity Extracts,20.3,None,Grams,Eighths,None,None,None
None,Maple Valley Pharms,None,NonEdible,None,6.0,10/13/2021,10/27/2021,1.0,349.0,10/11/2022,25,10/20/2021,Maple Valley Pharms,None,17.5,None,Mother Of Berry 1g Cone 2ct.,2ct Pre-Roll,Sales Floor,yuGesNvoHR,None,None,Maple Valley Pharms,6.0,17.5,None,None,None,None,None
None,Warren\s Cannabis Creations,1.0,Concentrate,None,22.0,10/15/2021,10/27/2021,1.0,353.0,10/15/2022,10,10/20/2021,Maple Valley Pharms,None,50.0,None,Bruce Banner Cartridge 1g,Cartridge,Sales Floor,qt2hq5yYTX,None,None,Warren\s Cannabis Creations,22.0,50.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,0.0,Concentrate,None,22.0,10/15/2021,10/27/2021,1.0,353.0,10/15/2022,10,10/20/2021,Maple Valley Pharms,None,50.0,None,Sour Tangie Cartridge 1g,Cartridge,Sales Floor,Ky2kS88XEF,None,None,Warren\s Cannabis Creations,22.0,50.0,Each,None,None,None,None
None,Refine,0.5,Concentrate,None,11.0,10/15/2021,10/27/2021,1.0,323.0,09/15/2022,10,10/20/2021,Maple Valley Pharms,None,25.0,None,REF Gelato Cartridge .5g,.5g Cartridge,Sales Floor,4NSsmkaibu,None,None,Refine,11.0,25.0,Each,None,None,None,None
None,Lodestar Cannabis,None,NonEdible,None,6.0,10/18/2021,10/27/2021,1.0,338.0,09/30/2022,25,10/21/2021,Maple Valley Pharms,None,12.0,None,Animal Face 1.25g Cone,Pre-Roll,Sales Floor,5N9o85uhnK,None,None,Lodestar Cannabis,6.0,12.0,None,None,None,None,None
None,Warren\s Cannabis Creations,0.0,Concentrate,None,22.0,10/15/2021,10/27/2021,1.0,353.0,10/15/2022,10,10/20/2021,Maple Valley Pharms,None,50.0,None,Strawberry Cough Cartridge 1g,Cartridge,Sales Floor,WamMxCe3iZ,None,None,Warren\s Cannabis Creations,22.0,50.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,0.0,Concentrate,None,22.0,10/22/2021,10/27/2021,1.0,360.0,10/22/2022,10,10/22/2021,Maple Valley Pharms,None,50.0,None,Green Crack Cartridge 1g,Cartridge,Sales Floor,wsXmFo5SMz,None,None,Warren\s Cannabis Creations,22.0,50.0,Each,None,None,None,None
None,Paul\s Boutique,1.0,Concentrate,None,16.0,10/14/2021,10/27/2021,1.0,266.0,07/20/2022,4,10/17/2021,Maple Valley Pharms,None,35.0,None,Garlic Cookies 1g Sugar Wax,Sugar Wax,Sales Floor,K6udufyRxo,None,None,Paul\s Boutique,16.0,35.0,Each,None,None,None,None
None,Maple Valley Pharms,None,Accessory,None,40.0,12/22/2020,10/27/2021,1.0,None,None,10,10/26/2021,Maple Valley Pharms,None,55.0,None,2XL MVP Hoodie,Hoodie,Storage Room,y4K2W7n6wz,None,None,Maple Valley Pharms,40.0,55.0,None,None,None,None,None
None,Best Friend Farms,None,Accessory,None,42.0,04/15/2021,10/27/2021,1.0,None,None,3,10/26/2021,Maple Valley Pharms,None,70.0,None,Medium BFF Hoodie,Hoodie,Storage Room,CXM9QbegQX,None,None,Best Friend Farms,42.0,70.0,None,None,None,None,None
None,Best Friend Farms,None,Accessory,None,42.0,04/15/2021,10/27/2021,1.0,None,None,2,10/26/2021,Maple Valley Pharms,None,70.0,None,Large BFF Hoodie,Hoodie,Storage Room,HGHZxpeq3g,None,None,Best Friend Farms,42.0,70.0,None,None,None,None,None
None,Best Friend Farms,None,Accessory,None,42.0,04/15/2021,10/27/2021,1.0,None,None,2,10/26/2021,Maple Valley Pharms,None,70.0,None,XL BFF Hoodie,Hoodie,Storage Room,ZcRFB7FQBE,None,None,Best Friend Farms,42.0,70.0,None,None,None,None,None
None,LifePatent,None,Accessory,None,24.0,07/09/2020,10/27/2021,1.0,None,None,9,09/08/2021,Maple Valley Pharms,None,55.0,None,15mg Overcome Capsules 30ct,15mg CBD Capsules,Storage Room,\01410740,None,None,LifePatent,24.0,55.0,None,None,None,None,None
None,Warren\s Cannabis Creations,0.0,Concentrate,None,22.0,10/22/2021,10/27/2021,1.0,360.0,10/22/2022,10,10/22/2021,Maple Valley Pharms,None,50.0,None,Green Crack Cartridge 1g,Cartridge,Storage Room,wsXmFo5SMz,None,None,Warren\s Cannabis Creations,22.0,50.0,Each,None,None,None,None
None,Maple Valley Pharms,None,Accessory,None,40.0,09/28/2021,10/27/2021,2.0,None,None,6,09/28/2021,Maple Valley Pharms,None,55.0,None,Small MVP Hoodie,Hoodie,Display,SgT3j3wjnG,None,None,Maple Valley Pharms,80.0,110.0,None,None,None,None,None
None,Paul\s Boutique,7.0,Flower - Prepackaged,None,19.33,08/13/2021,10/27/2021,2.0,None,None,2,08/13/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica,Display,6LodaqePBt,None,Pineapple Cherry,Paul\s Boutique,38.66,None,Grams,Eighths,None,None,None
None,Black Tie Cannabis,None,Edible,None,6.0,09/15/2021,10/27/2021,2.0,-25.0,10/02/2021,36,09/29/2021,Maple Valley Pharms,None,12.0,None,100mg Raspberry Lemonade,Liquid Edible,Display,6peRY2pjZd,None,None,Edible Vendor,12.0,24.0,None,None,None,None,None
None,Paul\s Boutique,7.0,Flower - Prepackaged,None,18.55,10/08/2021,10/27/2021,2.0,None,None,2,10/08/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica,Display,nwXRkfxC3S,None,Grapeology,Paul\s Boutique,37.1,None,Grams,Eighths,None,None,None
None,Paul\s Boutique,7.0,Flower - Prepackaged,None,18.55,10/08/2021,10/27/2021,2.0,None,None,2,10/08/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Display,sksFaZFkef,None,Sherb Breath,Paul\s Boutique,37.1,None,Grams,Eighths,None,None,None
None,Zero Gravity Extracts,7.0,Flower - Prepackaged,None,20.31,10/14/2021,10/27/2021,2.0,None,None,2,10/14/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Sativa Dominant,Display,iT8PKuL5q2,None,Wonka Bars,Zero Gravity Extracts,40.62,None,Grams,Eighths,None,None,None
None,Dr. Dabber,None,Accessory,None,275.0,03/16/2021,10/27/2021,2.0,None,None,4,08/27/2021,Maple Valley Pharms,None,419.95,None,Switch Frostberry Limited Edition,Vaporizer,Grow Facility,QrcJuegjno,None,None,Dr. Dabber,550.0,839.9,None,None,None,None,None
None,Dr. Dabber,None,Accessory,None,240.0,05/18/2021,10/27/2021,2.0,None,None,4,08/27/2021,Maple Valley Pharms,None,399.95,None,Switch Purple Edition,Vaporizer,Grow Facility,EfH3NYfGAy,None,None,Dr. Dabber,480.0,799.9,None,None,None,None,None
None,Maple Valley Pharms,4.0,Concentrate,None,1.0,09/22/2021,10/27/2021,2.0,330.0,09/22/2022,7,None,Maple Valley Pharms,None,50.0,None,Purple Punch 2g Moon Rocks,2g Moon Rocks,Grow Facility,bcodwstxMu,None,None,Maple Valley Pharms,2.0,100.0,Each,None,None,None,None
None,Refine,1.0,Concentrate,None,15.0,10/26/2021,10/27/2021,2.0,323.0,09/15/2022,1,10/26/2021,Maple Valley Pharms,None,30.0,None,Pineapple Fields Loud Cartridge .5g,.5g Cartridge,Return to Grow,9Hy4gjzJWF,None,None,Refine,30.0,60.0,Each,None,None,None,None
None,Dr. Dabber,None,Accessory,None,240.0,05/18/2021,10/27/2021,2.0,None,None,8,10/21/2021,Maple Valley Pharms,None,399.95,None,Switch Black Edition,Vaporizer,Sales Floor,QHCoPbMgDw,None,None,Dr. Dabber,480.0,799.9,None,None,None,None,None
None,Bloom,None,Accessory,None,35.0,06/15/2021,10/27/2021,2.0,None,None,5,10/21/2021,Maple Valley Pharms,None,70.0,None,1200mg Rest Capsules 60ct,1200mg CBD Capsules,Sales Floor,g2Rx65CyDR,None,None,Bloom,70.0,140.0,None,None,None,None,None
None,Maple Valley Pharms,None,Accessory,None,40.0,09/28/2021,10/27/2021,2.0,None,None,6,10/21/2021,Maple Valley Pharms,None,55.0,None,Medium MVP Hoodie,Hoodie,Sales Floor,pAmGEqqjRF,None,None,Maple Valley Pharms,80.0,110.0,None,None,None,None,None
None,Maple Valley Pharms,None,Accessory,None,40.0,09/28/2021,10/27/2021,2.0,None,None,6,10/21/2021,Maple Valley Pharms,None,55.0,None,Small MVP Hoodie,Hoodie,Sales Floor,SgT3j3wjnG,None,None,Maple Valley Pharms,80.0,110.0,None,None,None,None,None
None,Healer,0.0,Concentrate,None,12.0,06/16/2021,10/27/2021,2.0,346.0,10/08/2022,10,10/20/2021,Maple Valley Pharms,None,24.0,None,150mg Relief 1:4 THC:CBD Drops,Ratio Tincture,Sales Floor,ad2eA3B7DN,None,None,Healer,24.0,48.0,Each,None,None,None,None
None,Kine Folks,14.0,Flower - Prepackaged,None,34.0,08/12/2021,10/27/2021,2.0,None,None,12,10/20/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Sales Floor,t7PzBAZwXm,None,Lemon Tree,Kine Folks,68.0,None,Grams,Quarters,None,None,None
None,Northeast Concentrates,14.0,Concentrate,None,85.0,09/21/2021,10/27/2021,2.0,323.0,09/15/2022,5,10/20/2021,Maple Valley Pharms,None,170.0,None,Sour Chem 7g Live Resin,7g Resin,Sales Floor,EM2FYTkpSq,None,None,Northeast Concentrates,170.0,340.0,Each,None,None,None,None
None,Iron Lung,None,NonEdible,None,6.0,09/21/2021,10/27/2021,2.0,323.0,09/15/2022,50,10/21/2021,Maple Valley Pharms,None,12.0,None,Blueberry Sherbet 1g Cone,Pre-Roll,Sales Floor,5ecpm8nzic,None,None,Iron Lung,12.0,24.0,None,None,None,None,None
None,Iron Lung,None,Edible,None,12.0,09/21/2021,10/27/2021,2.0,323.0,09/15/2022,12,10/20/2021,Maple Valley Pharms,None,20.0,None,300mg Pretzel Pieces Chocolate Bar,300mg Chocolate Bar,Sales Floor,W86znpY4WC,None,None,Edible Vendor,24.0,40.0,None,None,None,None,None
None,Maple Valley Pharms,5.0,Concentrate,None,1.0,09/23/2021,10/27/2021,2.0,330.0,09/22/2022,4,10/20/2021,Maple Valley Pharms,None,62.5,None,Wedding Pie 2.5g Moon Rocks,2.5g Moon Rocks,Sales Floor,bLBgfZh6A9,None,Wedding Pie,Maple Valley Pharms,2.0,125.0,Each,None,None,None,None
None,Maple Valley Pharms,4.0,Concentrate,None,1.0,09/23/2021,10/27/2021,2.0,330.0,09/22/2022,4,10/20/2021,Maple Valley Pharms,None,50.0,None,Wedding Pie 2g Moon Rocks,2g Moon Rocks,Sales Floor,gCzoHYtMZh,None,Wedding Pie,Maple Valley Pharms,2.0,100.0,Each,None,None,None,None
None,Maple Valley Pharms,6.0,Concentrate,None,1.0,09/23/2021,10/27/2021,2.0,330.0,09/22/2022,3,10/20/2021,Maple Valley Pharms,None,75.0,None,Wedding Pie 3g Moon Rocks,3g Moon Rocks,Sales Floor,jakAXsSFyx,None,Wedding Pie,Maple Valley Pharms,2.0,150.0,Each,None,None,None,None
None,Maple Valley Pharms,5.0,Concentrate,None,30.0,09/23/2021,10/27/2021,2.0,330.0,09/22/2022,4,10/20/2021,Maple Valley Pharms,None,62.5,None,Mimosa 2.5g Moon Rocks,2.5g Moon Rocks,Sales Floor,7wqLQ4zwXJ,None,None,Maple Valley Pharms,60.0,125.0,Each,None,None,None,None
None,Maple Valley Pharms,7.0,Flower - Prepackaged,None,19.53,09/17/2021,10/27/2021,2.0,None,None,40,10/20/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica Dominant,Sales Floor,Kevu2ckAL8,None,Humble Pie Wizard,Derek MacIntosh,39.06,None,Grams,Eighths,None,None,None
None,Maple Valley Pharms,2.0,Concentrate,None,15.96,09/09/2021,10/27/2021,2.0,269.0,07/23/2022,33,10/20/2021,Maple Valley Pharms,None,50.0,None,1000mg THC Tincture,Tincture,Sales Floor,89cTC2Y6Wu,None,None,Maple Valley Pharms,31.92,100.0,Each,None,None,None,None
None,Humble Family Farms,2.0,Concentrate,None,20.0,09/17/2021,10/27/2021,2.0,170.0,04/15/2022,12,10/20/2021,Maple Valley Pharms,None,40.0,None,Lemon Tree x Gelato 1g Live Resin,Resin,Sales Floor,fGnsuxL47z,None,None,Humble Family Farms,40.0,80.0,Each,None,None,None,None
None,Iron Lung,2.0,Concentrate,None,12.5,09/21/2021,10/27/2021,2.0,323.0,09/15/2022,25,10/20/2021,Maple Valley Pharms,None,25.0,None,Tahoe OG 1g Shatter,Shatter,Sales Floor,jdBAFYaWM4,None,None,Iron Lung,25.0,50.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,2.0,Concentrate,None,21.0,10/01/2021,10/27/2021,2.0,339.0,10/01/2022,10,10/20/2021,Maple Valley Pharms,None,50.0,None,Strawberry Kush Cartridge 1g,Cartridge,Sales Floor,i5EiAbrZuh,None,None,Warren\s Cannabis Creations,42.0,100.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,2.0,Concentrate,None,22.0,10/08/2021,10/27/2021,2.0,346.0,10/08/2022,10,10/20/2021,Maple Valley Pharms,None,50.0,None,ACDC Cartridge 1g,Cartridge,Sales Floor,emPW7vNRpk,None,None,Warren\s Cannabis Creations,44.0,100.0,Each,None,None,None,None
None,Northeast Concentrates,14.0,Concentrate,None,85.0,10/07/2021,10/27/2021,2.0,323.0,09/15/2022,5,10/20/2021,Maple Valley Pharms,None,170.0,None,GMO 7g Live Resin,7g Live Resin,Sales Floor,q3WspbSzDM,None,None,Northeast Concentrates,170.0,340.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,6.0,10/08/2021,10/27/2021,2.0,346.0,10/08/2022,2,10/20/2021,Maple Valley Pharms,None,13.0,None,100mg Maple Bacon Chocolate Bar,Chocolate Bar,Sales Floor,Mbg7HTdhyj,None,None,Edible Vendor,12.0,26.0,None,None,None,None,None
None,Glass Jar Company LLC,None,NonEdible,None,6.0,10/11/2021,10/27/2021,2.0,345.0,10/07/2022,25,10/20/2021,Maple Valley Pharms,None,17.5,None,Cheese Candy 1g Cone 2ct,2ct Pre-Roll,Sales Floor,Y3n4QWRpdX,None,None,Glass Jar Company LLC,12.0,35.0,None,None,None,None,None
None,Paul\s Boutique,7.0,Flower - Prepackaged,None,18.55,10/08/2021,10/27/2021,2.0,None,None,40,10/20/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Sales Floor,sksFaZFkef,None,Sherb Breath,Paul\s Boutique,37.1,None,Grams,Eighths,None,None,None
None,Black Tie Cannabis,None,Edible,None,6.0,10/15/2021,10/27/2021,2.0,9.0,11/05/2021,36,10/20/2021,Maple Valley Pharms,None,12.0,None,100mg Tropical Punch,Liquid Edible,Sales Floor,PMw2TwwC36,None,None,Edible Vendor,12.0,24.0,None,None,None,None,None
None,Maple Valley Pharms,2.0,Concentrate,None,1.0,10/08/2021,10/27/2021,2.0,330.0,09/22/2022,2,10/20/2021,Maple Valley Pharms,None,25.0,None,Purple Punch 1g Moon Rocks,Moon Rocks,Sales Floor,t4Zfy2bpQJ,None,Purple Punch,Maple Valley Pharms,2.0,50.0,Each,None,None,None,None
None,Maple Valley Pharms,3.0,Concentrate,None,1.0,10/08/2021,10/27/2021,2.0,328.0,09/20/2022,3,10/20/2021,Maple Valley Pharms,None,37.5,None,Purple Punch 1.5g Moon Rocks,1.5g Moon Rocks,Sales Floor,HLKy73WWcs,None,Purple Punch,Maple Valley Pharms,2.0,75.0,Each,None,None,None,None
None,Lodestar Cannabis,2.0,Concentrate,None,20.0,10/14/2021,10/27/2021,2.0,297.0,08/20/2022,4,10/20/2021,Maple Valley Pharms,None,40.0,None,White Durban 1g Sugar,Sugar,Sales Floor,LGnLPXajr3,None,None,Lodestar Cannabis,40.0,80.0,Each,None,None,None,None
None,Maple Valley Pharms,None,NonEdible,None,3.0,10/18/2021,10/27/2021,2.0,343.0,10/05/2022,50,10/21/2021,Maple Valley Pharms,None,9.0,None,Grape Punch 1g Cone,Pre-Roll,Sales Floor,mq2av3t5z7,None,None,Maple Valley Pharms,6.0,18.0,None,None,None,None,None
None,Kind Farms,None,Edible,None,12.0,09/24/2021,10/27/2021,2.0,329.0,09/21/2022,24,10/19/2021,Maple Valley Pharms,None,25.0,None,300mg KF Milk Chocolate Bar,300mg Chocolate Bar,Sales Floor,g7Nhx6Jzi2,None,None,Edible Vendor,24.0,50.0,None,None,None,None,None
None,Zero Gravity Extracts,None,Edible,None,12.0,10/14/2021,10/27/2021,2.0,317.0,09/09/2022,5,10/20/2021,Maple Valley Pharms,None,25.0,None,300mg Toffee Bobblehead Bar,300mg Chocolate Bar,Sales Floor,FtJcx7goLZ,None,None,Edible Vendor,24.0,50.0,None,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,6.0,10/08/2021,10/27/2021,2.0,346.0,10/08/2022,2,10/20/2021,Maple Valley Pharms,None,13.0,None,100mg Chocolate Coconut Chocolate Bar,Chocolate Bar,Sales Floor,peunzrsdc2,None,None,Edible Vendor,12.0,26.0,None,None,None,None,None
None,Warren\s Cannabis Creations,2.0,Concentrate,None,22.0,10/22/2021,10/27/2021,2.0,360.0,10/22/2022,10,10/22/2021,Maple Valley Pharms,None,50.0,None,Passion Fruit Cartridge 1g,Cartridge,Sales Floor,dySN9DyfoR,None,None,Warren\s Cannabis Creations,44.0,100.0,Each,None,None,None,None
None,Iron Lung,2.0,Concentrate,None,12.5,10/12/2021,10/27/2021,2.0,323.0,09/15/2022,28,10/26/2021,Maple Valley Pharms,None,25.0,None,Second Breakfast 1g Shatter,Shatter,Sales Floor,cSDdEM7LXB,None,None,Iron Lung,25.0,50.0,Each,None,None,None,None
None,Best Friend Farms,None,Accessory,None,18.0,04/15/2021,10/27/2021,2.0,None,None,2,10/26/2021,Maple Valley Pharms,None,30.0,None,2XL BFF Tee Shirt,T-Shirt,Storage Room,ykiixY7GxM,None,None,Best Friend Farms,36.0,60.0,None,None,None,None,None
None,Best Friend Farms,None,Accessory,None,18.0,04/15/2021,10/27/2021,2.0,None,None,2,10/26/2021,Maple Valley Pharms,None,30.0,None,3XL BFF Tee Shirt,T-Shirt,Storage Room,u4xRPznuzq,None,None,Best Friend Farms,36.0,60.0,None,None,None,None,None
None,Best Friend Farms,None,Accessory,None,24.0,04/15/2021,10/27/2021,2.0,None,None,2,10/26/2021,Maple Valley Pharms,None,40.0,None,Small BFF Fleece,Fleece,Storage Room,73XKgyRY3y,None,None,Best Friend Farms,48.0,80.0,None,None,None,None,None
None,Best Friend Farms,None,Accessory,None,24.0,04/15/2021,10/27/2021,2.0,None,None,2,10/26/2021,Maple Valley Pharms,None,40.0,None,Medium BFF Fleece,Fleece,Storage Room,JnMkpdcKsj,None,None,Best Friend Farms,48.0,80.0,None,None,None,None,None
None,Best Friend Farms,None,Accessory,None,24.0,04/15/2021,10/27/2021,2.0,None,None,2,10/26/2021,Maple Valley Pharms,None,40.0,None,XL BFF Fleece,Fleece,Storage Room,PmPLftbpAT,None,None,Best Friend Farms,48.0,80.0,None,None,None,None,None
None,Best Friend Farms,None,Accessory,None,42.0,04/15/2021,10/27/2021,2.0,None,None,2,10/26/2021,Maple Valley Pharms,None,70.0,None,2XL BFF Hoodie,Hoodie,Storage Room,TeSezbCT2T,None,None,Best Friend Farms,84.0,140.0,None,None,None,None,None
None,Best Friend Farms,None,Accessory,None,42.0,04/15/2021,10/27/2021,2.0,None,None,1,10/26/2021,Maple Valley Pharms,None,70.0,None,Small BFF Hoodie,Hoodie,Storage Room,J55N6vQ67c,None,None,Best Friend Farms,84.0,140.0,None,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,11.1,04/16/2021,10/27/2021,2.0,171.0,04/16/2022,8,10/11/2021,Maple Valley Pharms,None,26.0,None,200mg Hot Fudge Topping,200mg Fudge,Storage Room,pAHuMtJniB,None,None,Edible Vendor,22.2,52.0,None,None,None,None,None
None,Snowblind Cannabis,1.0,Concentrate,None,15.0,08/09/2021,10/27/2021,2.0,286.0,08/09/2022,12,10/26/2021,Maple Valley Pharms,None,35.0,None,Jungle Diamonds .5g Live Rosin,.5g Rosin,Storage Room,Su2cXZNwMs,None,None,Snowblind Cannabis,30.0,70.0,Each,None,None,None,None
None,Best Friend Farms,14.0,Flower - Prepackaged,None,39.97,09/24/2021,10/27/2021,2.0,None,None,12,10/07/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,None,Storage Room,XKFXkFqQ8t,None,Picnic,Best Friend Farms,79.94,None,Grams,Quarters,None,None,None
None,Maple Valley Pharms,2.0,Concentrate,None,1.0,10/08/2021,10/27/2021,2.0,346.0,10/08/2022,10,10/26/2021,Maple Valley Pharms,None,25.0,None,Wedding Pie 1g Moon Rocks,Moon Rocks,Storage Room,av5iMDMyvz,None,Wedding Pie,Maple Valley Pharms,2.0,50.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,6.0,10/08/2021,10/27/2021,2.0,346.0,10/08/2022,2,10/11/2021,Maple Valley Pharms,None,13.0,None,100mg Raspberry Almond Chocolate Bar,Chocolate Bar,Storage Room,44ZXyYSp69,None,None,Edible Vendor,12.0,26.0,None,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,6.0,10/08/2021,10/27/2021,2.0,346.0,10/08/2022,2,10/11/2021,Maple Valley Pharms,None,13.0,None,100mg Chocolate Almond Chocolate Bar,Chocolate Bar,Storage Room,qNgdYZGc9m,None,None,Edible Vendor,12.0,26.0,None,None,None,None,None
None,Zero Gravity Extracts,None,Edible,None,12.0,10/14/2021,10/27/2021,2.0,317.0,09/09/2022,5,10/14/2021,Maple Valley Pharms,None,25.0,None,300mg Toffee Bobblehead Bar,300mg Chocolate Bar,Storage Room,FtJcx7goLZ,None,None,Edible Vendor,24.0,50.0,None,None,None,None,None
None,Warren\s Cannabis Creations,2.0,Concentrate,None,22.0,10/15/2021,10/27/2021,2.0,353.0,10/15/2022,10,10/20/2021,Maple Valley Pharms,None,50.0,None,London Pound Cake Cartridge 1g,Cartridge,Storage Room,F5kuiXLoj3,None,None,Warren\s Cannabis Creations,44.0,100.0,Each,None,None,None,None
None,Zero Gravity,10.5,Flower - Prepackaged,None,21.88,08/13/2021,10/27/2021,3.0,None,None,2,08/13/2021,Maple Valley Pharms,None,None,Limited,None,Indica Dominant,Display,M7ktSNw9zM,None,Vanilla Frosting,Zero Gravity Extracts,65.64,None,Grams,Eighths,None,None,None
None,Dr. Dabber,None,Accessory,None,199.99,02/15/2021,10/27/2021,3.0,None,None,4,05/18/2021,Maple Valley Pharms,None,329.99,None,Boost Evo Black Pearl,Vaporizer,Grow Facility,qAgj3yc7YH,None,None,Dr. Dabber,599.97,989.97,None,None,None,None,None
None,Maple Valley Pharms,3.0,Concentrate,None,1.0,09/22/2021,10/27/2021,3.0,330.0,09/22/2022,9,None,Maple Valley Pharms,None,25.0,None,Wedding Pie 1g Moon Rocks,Moon Rocks,Grow Facility,MWqtNFBbd8,None,Wedding Pie,Maple Valley Pharms,3.0,75.0,Each,None,None,None,None
None,Maple Valley Pharms,7.5,Concentrate,None,1.0,09/22/2021,10/27/2021,3.0,330.0,09/22/2022,6,None,Maple Valley Pharms,None,62.5,None,Purple Punch 2.5g Moon Rocks,2.5g Moon Rocks,Grow Facility,8bPjYow2dS,None,Purple Punch,Maple Valley Pharms,3.0,187.5,Each,None,None,None,None
None,Maple Valley Pharms,7.5,Concentrate,None,30.0,10/08/2021,10/27/2021,3.0,346.0,10/08/2022,3,None,Maple Valley Pharms,None,62.5,None,Mimosa 2.5g Moon Rocks,2.5g Moon Rocks,Grow Facility,uP6pCRDFqj,None,None,Maple Valley Pharms,90.0,187.5,Each,None,None,None,None
None,Best Friend Farms,None,Accessory,None,18.0,04/15/2021,10/27/2021,3.0,None,None,6,10/21/2021,Maple Valley Pharms,None,30.0,None,Medium BFF Tee Shirt,T-Shirt,Sales Floor,2W2ZvbLjJm,None,None,Best Friend Farms,54.0,90.0,None,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,11.1,03/28/2021,10/27/2021,3.0,150.0,03/26/2022,6,10/20/2021,Maple Valley Pharms,None,26.0,None,200mg Hot Fudge Topping,200mg Fudge,Sales Floor,X67t4ZwzrF,None,None,Edible Vendor,33.3,78.0,None,None,None,None,None
